doi,start_url,final_url,final_domain,http_status,redirect_count,abstract_found,abstract,extract_method,status,error
10.4204/eptcs.385.24,https://doi.org/10.4204/eptcs.385.24,https://arxiv.org/abs/2308.15893v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15893v1: The Janus System: Multi-paradigm Programming in Prolog and Python,meta:name=description,abstract_found,
10.4204/eptcs.306.14,https://doi.org/10.4204/eptcs.306.14,https://arxiv.org/abs/1909.08234v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08234v1: Value of Information in Probabilistic Logic Programs,meta:name=description,abstract_found,
10.4204/eptcs.385.9,https://doi.org/10.4204/eptcs.385.9,https://arxiv.org/abs/2308.15885v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15885v1: Towards One-Shot Learning for Text Classification using Inductive Logic Programming,meta:name=description,abstract_found,
10.4204/eptcs.325.31,https://doi.org/10.4204/eptcs.325.31,https://arxiv.org/abs/2009.10252v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10252v1: A Machine Learning guided Rewriting Approach for ASP Logic Programs,meta:name=description,abstract_found,
10.29007/7fmn,https://doi.org/10.29007/7fmn,https://easychair.org/publications/preprint/f8rg,easychair.org,200.0,1.0,True,"We present a probabilistic extension of action language BC+. Just like BC+ is defined as a high-level notation of answer set programs for describing transition systems, the proposed language, which we call pBC+, is defined as a high-level notation of LPMLN programs---a probabilistic extension of answer set programs. We show how probabilistic reasoning about transition systems, such as prediction, postdiction, and planning problems, as well as probabilistic diagnosis for dynamic domains, can be modeled in pBC+ and computed using an implementation of LPMLN.",label-sibling,abstract_found,
10.1145/3571201,https://doi.org/10.1145/3571201,https://dl.acm.org/doi/10.1145/3571201,dl.acm.org,403.0,1.0,False,,,http_error,
10.20944/preprints202512.1848.v1,https://doi.org/10.20944/preprints202512.1848.v1,https://www.preprints.org/manuscript/202512.1848/v1,www.preprints.org,403.0,1.0,False,,,http_error,
10.4204/eptcs.306.28,https://doi.org/10.4204/eptcs.306.28,https://arxiv.org/abs/1909.08246v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08246v1: Extended Magic for Negation: Efficient Demand-Driven Evaluation of Stratified Datalog with Precise Complexity Guarantees,meta:name=description,abstract_found,
10.1007/978-3-319-29354-7_6,https://doi.org/10.1007/978-3-319-29354-7_6,https://link.springer.com/chapter/10.1007/978-3-319-29354-7_6,link.springer.com,200.0,2.0,True,"Counterfactuals capture the process of reasoning about a past event that did not occur, namely what would have happened had this event occurred; or, vice-versa, to reason about an event that did occur but what if it had not. In this chapter, we innovatively make use...",meta:name=description,abstract_found,
10.4204/eptcs.385.21,https://doi.org/10.4204/eptcs.385.21,https://arxiv.org/abs/2309.03215v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2309.03215v1: Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach,meta:name=description,abstract_found,
10.4018/9781605666853.ch005,https://doi.org/10.4018/9781605666853.ch005,http://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/978-1-60566-685-3.ch005,services.igi-global.com,429.0,2.0,False,,,http_error,
10.7551/mitpress/2123.003.0002,https://doi.org/10.7551/mitpress/2123.003.0002,https://direct.mit.edu/books/book/2768/chapter/74927/Introduction,direct.mit.edu,403.0,1.0,False,,,http_error,
10.4204/eptcs.416.4,https://doi.org/10.4204/eptcs.416.4,https://arxiv.org/abs/2502.09204v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09204v1: Logical Lease Litigation: Prolog and LLMs for Rental Law Compliance in New York,meta:name=description,abstract_found,
10.4204/eptcs.306.10,https://doi.org/10.4204/eptcs.306.10,https://arxiv.org/abs/1909.08232v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08232v1: A Three-Valued Semantics for Typed Logic Programming,meta:name=description,abstract_found,
10.4204/eptcs.385.51,https://doi.org/10.4204/eptcs.385.51,https://arxiv.org/abs/2308.15899v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15899v1: Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,meta:name=description,abstract_found,
10.4204/eptcs.325.29,https://doi.org/10.4204/eptcs.325.29,https://arxiv.org/abs/2009.10251v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10251v1: Less Manual Work for Safety Engineers: Towards an Automated Safety Reasoning with Safety Patterns,meta:name=description,abstract_found,
10.2139/ssrn.6381878,https://doi.org/10.2139/ssrn.6381878,https://www.ssrn.com/abstract=6381878,www.ssrn.com,403.0,1.0,False,,,http_error,
10.4018/978-1-60566-066-0.ch003,https://doi.org/10.4018/978-1-60566-066-0.ch003,http://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/978-1-60566-066-0.ch003,services.igi-global.com,429.0,1.0,False,,,http_error,
10.1017/cbo9780511984747.027,https://doi.org/10.1017/cbo9780511984747.027,https://www.cambridge.org/core/books/abs/computational-logic-and-human-thinking/logic-of-abductive-logic-programming/4C3C70FF9F61087783063119030D49D2,www.cambridge.org,200.0,3.0,True,"This additional chapter provides the technical support for abductive logic programming (ALP), which is the basis of the Computational Logic used in this book. ALP uses abduction, not only to explain observations, but to generate plans of action. ALP extends ordinary logic programming by combining the closed predicates of logic programming, which are defined by clauses, with open predicates, which are constrained directly or indirectly by integrity constraints represented in a variant of classical logic. Integrity constraints in ALP include as special cases the functionalities of condition–action rules, maintenance goals and constraints.",selector:div.abstract,abstract_found,
10.4204/eptcs.385.28,https://doi.org/10.4204/eptcs.385.28,https://arxiv.org/abs/2308.15894v1,arxiv.org,200.0,2.0,True,"Abstract page for arXiv paper 2308.15894v1: Leasing the Cloud-Edge Continuum, à la Carte",meta:name=description,abstract_found,
10.4204/eptcs.306.61,https://doi.org/10.4204/eptcs.306.61,https://arxiv.org/abs/1909.09454v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.09454v1: Memory Management in Resource-Bounded Agents,meta:name=description,abstract_found,
10.1007/978-3-030-85713-4_25,https://doi.org/10.1007/978-3-030-85713-4_25,https://link.springer.com/chapter/10.1007/978-3-030-85713-4_25,link.springer.com,200.0,2.0,True,"Automated legal reasoning and its application in smart contract is getting interest. In this context, ethical and legal concerns make it necessary for automated reasoners to justify in human-understandable terms the advice given. Logic Programming, specially Answer...",meta:name=description,abstract_found,
10.4204/eptcs.364.22,https://doi.org/10.4204/eptcs.364.22,https://arxiv.org/html/2208.02685#EPTCS364.22,arxiv.org,200.0,2.0,True,"Answer Set Programming (ASP) is a paradigm and problem modeling and solving toolkit for KR that is often invoked. There are plenty of results dedicated to studying the hardness of (fragments of) ASP. So far, these studies resulted in characterizations in terms of computational complexity as well as in fine-grained insights presented in form of dichotomy-style results, lower bounds when translating to other formalisms like Boolean satisfiability (SAT), and even detailed parameterized complexity landscapes. A quite generic and prominent parameter in parameterized complexity originating from graph theory is the so-called treewidth , which in a sense captures structural density of a program. Recently, there was an increase in the number of treewidth-based solvers related to SAT. While there exist several translations from (normal) ASP to SAT, yet there is no reduction preserving treewidth or at least being aware of the treewidth increase. This paper deals with a novel reduction from normal ASP to SAT that is aware of the treewidth, and guarantees that a slight increase of treewidth is indeed sufficient. Then, we also establish that when considering treewidth, already the fragment of normal ASP is slightly harder than SAT, which renders the treewidth increase of our reduction unavoidable.",selector:div.abstract,abstract_found,
10.4204/eptcs.439.23,https://doi.org/10.4204/eptcs.439.23,https://arxiv.org/abs/2506.13600v2,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2506.13600v2: The ASP-based Nurse Scheduling System at the University of Yamanashi Hospital,meta:name=description,abstract_found,
10.1016/b978-1-4832-1452-8.50157-3,https://doi.org/10.1016/b978-1-4832-1452-8.50157-3,https://linkinghub.elsevier.com/retrieve/pii/B9781483214528501573,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.1145/3236950.3236970,https://doi.org/10.1145/3236950.3236970,https://dl.acm.org/doi/10.1145/3236950.3236970,dl.acm.org,403.0,1.0,False,,,http_error,
10.1097/00152258-200701000-00006,https://doi.org/10.1097/00152258-200701000-00006,https://journals.lww.com/00152258-200701000-00006,journals.lww.com,403.0,2.0,False,,,http_error,
10.4204/eptcs.325.38,https://doi.org/10.4204/eptcs.325.38,https://arxiv.org/abs/2009.10253v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10253v1: Constraint Programming Algorithms for Route Planning Exploiting Geometrical Information,meta:name=description,abstract_found,
10.54985/peeref.2601a8981167,https://doi.org/10.54985/peeref.2601a8981167,https://www.peeref.com/abstracts/10287/monte-carlo-tree-search-for-execution-guided-program-repair-with-large-language-models,www.peeref.com,200.0,2.0,True,"Discover research insights, access a citable DOI, and join the global academic discussion.",meta:name=description,abstract_found,
10.1016/j.radphyschem.2026.113646,https://doi.org/10.1016/j.radphyschem.2026.113646,https://linkinghub.elsevier.com/retrieve/pii/S0969806X26000563,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.306.52,https://doi.org/10.4204/eptcs.306.52,https://arxiv.org/abs/1905.00840v3,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1905.00840v3: Knowledge Authoring and Question Answering with KALM,meta:name=description,abstract_found,
10.4204/eptcs.385.1,https://doi.org/10.4204/eptcs.385.1,https://arxiv.org/abs/2308.15877v1,arxiv.org,200.0,2.0,True,"Recently, ABA Learning has been proposed as a form of symbolic machine learning for drawing Assumption-Based Argumentation frameworks from background knowledge and positive and negative examples....",meta:name=twitter:description,abstract_found,
10.4204/eptcs.364.9,https://doi.org/10.4204/eptcs.364.9,https://arxiv.org/abs/2208.03093v1,arxiv.org,200.0,2.0,True,"Abstract page for arXiv paper 2208.03093v1: A Gaze into the Internal Logic of Graph Neural Networks, with Logic",meta:name=description,abstract_found,
10.4204/eptcs.364.35,https://doi.org/10.4204/eptcs.364.35,https://arxiv.org/abs/2208.03095v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03095v1: A Model-Oriented Approach for Lifting Symmetries in Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.385.29,https://doi.org/10.4204/eptcs.385.29,https://arxiv.org/abs/2308.15895v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15895v1: Assessing Drivers' Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection,meta:name=description,abstract_found,
10.24963/ijcai.2020/653,https://doi.org/10.24963/ijcai.2020/653,https://www.ijcai.org/proceedings/2020/653,www.ijcai.org,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.306.21,https://doi.org/10.4204/eptcs.306.21,https://arxiv.org/abs/1909.08241v1,arxiv.org,200.0,2.0,True,"Equational unification of two terms consists of finding a substitution that, when applied to both terms, makes them equal modulo some equational properties. Equational unification is of special...",meta:name=twitter:description,abstract_found,
10.1017/s147106842200028x,https://doi.org/10.1017/s147106842200028x,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/introduction-to-the-38th-international-conference-on-logic-programming-special-issue/3EBB26CEF841B00B90595EB7CE89545E,www.cambridge.org,200.0,2.0,True,Introduction to the 38th International Conference on Logic Programming Special Issue - Volume 22 Issue 4,meta:name=description,abstract_found,
10.1007/978-1-84882-314-3_10,https://doi.org/10.1007/978-1-84882-314-3_10,https://link.springer.com/chapter/10.1007/978-1-84882-314-3_10,link.springer.com,200.0,2.0,True,"Type checking in Ada is designed to discover and prevent compile-time errors. However, there are some errors that can occur only at run-time; for example, input that is not in the expected format or that exceeds the range of an input variable. Run-time errors cause...",meta:name=description,abstract_found,
10.33915/etd.1008,https://doi.org/10.33915/etd.1008,https://researchrepository.wvu.edu/etd/1008/,researchrepository.wvu.edu,200.0,2.0,True,"Let G = (V, E) be a simple graph. The clique hypergraph of G, denoted as CH( G), has V as its set of vertices, and the maximal cliques as its hyperedges. Let Sk be a set of k colors. A map c : V Sk is a proper k-coloring for CH(G) if any maximal clique of G with at least two vertices receives at least two distinct colors. Let W ⊂ V, and let s ≥ 1. We say that G is (W, s)-extendible if any assignment on W with at most s colors can be extended to a proper s-coloring of CH(G). We prove that the clique hypergraphs of chordal and comparability graphs are bicolorable and that the clique hypergraphs of circular-arc graphs are 3-colorable. Our main result is the characterization of (W, 2)-extendibility for chordal graphs in the case when W=2 .",meta:name=description,abstract_found,
