title,venue,year,authors,doi,Label,id,abstract
Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques.,iclp,2023,Andrea Rafanelli,10.4204/eptcs.385.51,5,139,"Deep Learning (DL) models have become popular for solving complex problems, but they have limitations such as the need for high-quality training data, lack of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a promising approach combining the strengths of neural networks and symbolic reasoning. Symbolic knowledge injection (SKI) techniques are a popular method to incorporate symbolic knowledge into sub-symbolic systems. This work proposes solutions to improve the knowledge injection process and integrate elements of ML and logic into multi-agent systems (MAS)."
Less Manual Work for Safety Engineers: Towards an Automated Safety Reasoning with Safety Patterns.,iclp,2020,"Yuri Gil Dantas, Antoaneta Kondeva, Vivek Nigam",10.4204/eptcs.325.29,1,578,"The development of safety-critical systems requires the control of hazards that can potentially cause harm. To this end, safety engineers rely during the development phase on architectural solutions, called safety patterns, such as safety monitors, voters, and watchdogs. The goal of these patterns is to control (identified) faults that can trigger hazards. Safety patterns can control such faults by e.g., increasing the redundancy of the system. Currently, the reasoning of which pattern to use at which part of the target system to control which hazard is documented mostly in textual form or by means of models, such as GSN-models, with limited support for automation. This paper proposes the use of logic programming engines for the automated reasoning about system safety. We propose a domain-specific language for embedded system safety and specify as disjunctive logic programs reasoning principles used by safety engineers to deploy safety patterns, e.g., when to use safety monitors, or watchdogs. Our machinery enables two types of automated safety reasoning: (1) identification of which hazards can be controlled and which ones cannot be controlled by the existing safety patterns; and (2) automated recommendation of which patterns could be used at which place of the system to control potential hazards. Finally, we apply our machinery to two examples taken from the automotive domain: an adaptive cruise control system and a battery management system."
Efficient Compliance Computation in Probabilistic Declarative Specifications.,iclp,2024,"Jeongwoon Choi, Jungyeon Kim, Seokho Chi",10.2139/ssrn.6381878,3,273,"Ensuring compliance with construction specifications is essential for maintaining quality and safety of a project, but current manual review processes are time-consuming and labor-intensive. To automate this process, specifications must first be digitalized so that computers can read and process them consistently. This research proposes a two-phase digitalization methodology for transforming natural language specifications into structured digital formats. The two main phases include (1) designing digital specification representations and (2) automating the digitalization process. The design phase categorizes specification clauses into four types (i.e., general requirements, interpretive provisions, compliance criteria, and contextual guidelines) and represents them through two complementary representation strategies (i.e., structured checklists for descriptive clauses and if-then rules for quantitative clauses). The digitalization phase comprises text preprocessing, clause classification using a fine-tuned language model, and generation of digital specifications using a generative model. Experiments were conducted on Korean Construction Specification documents containing 7,145 clauses. The classification achieved an F1-score of 0.862, and the generated outputs achieved a BERTScore of 0.791 against the expert-created reference. The results confirm that large language models can generate digital specifications with sufficient semantic, structural, and logical consistency for direct use in field-level compliance checking."
Unique Characterisability and Learnability of Temporal Queries Mediated by an Ontology.,kr,2024,"Jean Christoph Jung, Vladislav Ryzhikov, Frank Wolter, Michael Zakharyaschev",10.24963/kr.2024/46,4,549,Algorithms for learning database queries from examples and unique characterisations of queries by examples are prominent starting points for developing automated support for query explanation and c...
Operator-Based Semantics for Choice Programs: Is Choosing Losing?,kr,2024,Jesse Heyninck,10.24963/kr.2024/42,3,37,"Choice constructs are an important part of the language of logic programming, yet the study of their semantics has been a challenging task. So far, only two-valued semantics have been studied, and ..."
Scalable Robotic Intra-Logistics with Answer Set Programming.,iclp,2018,,10.1017/cbo9781139342124.007,2,391,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014"
Semantic Analysis of Assurance Cases using s(CASP).,iclp,2023,Alistair Duke,10.4018/978-1-60566-066-0.ch003,3,99,"This chapter describes an approach to support operational support system (OSS) integration across organisation boundaries. The requirement for such business-to-business (B2B) interfaces is expected to increase as is the need to carry out integration in much more flexible way. Existing approaches for integration tend to be implementation specific, operate at the syntactic level and are realised by programme code. Consequently they are inflexible due to their highly coupled nature and are costly to setup and maintain. An approach to decouple B2B interfaces is introduced, which allows them to be flexibly coupled as required with the use of scalable, semantic mediation. An initial prototype is described based on an Assurance Integration scenario for BT Wholesale’s B2B gateway."
Computational Thinking with Logic Programming.,iclp,2024,,10.1017/cbo9780511984747.027,4,25,"This additional chapter provides the technical support for abductive logic programming (ALP), which is the basis of the Computational Logic used in this book. ALP uses abduction, not only to explain observations, but to generate plans of action. ALP extends ordinary logic programming by combining the closed predicates of logic programming, which are defined by clauses, with open predicates, which are constrained directly or indirectly by integrity constraints represented in a variant of classical logic. Integrity constraints in ALP include as special cases the functionalities of condition–action rules, maintenance goals and constraints."
Complexity of Abduction in Łukasiewicz Logic.,kr,2025,"Katsumi Inoue, Daniil Kozhemiachenko",10.24963/kr.2025/41,2,138,"We explore the problem of explaining observations in contexts involving statements with truth degrees, such as âthe lift is loadedâ, âthe symptoms are severeâ, etc. To formalise these contexts, we ..."
"Leasing the Cloud-Edge Continuum, à la Carte.",iclp,2023,"Stefano Forti, Ahmad Ibrahim, Antonio Brogi",10.4204/eptcs.385.28,1,155,"Next-gen computing paradigms foresee deploying applications to virtualised resources along a continuum of Cloud-Edge nodes. Much literature focussed on how to place applications onto such resources so as to meet their requirements. To lease resources to application operators, infrastructure providers need to identify a portion of their Cloud-Edge assets to meet set requirements. This article proposes a novel declarative resource selection strategy prototyped in Prolog to determine a suitable infrastructure portion that satisfies all requirements. The proposal is showcased over a lifelike scenario."
A Logic-Based Framework for Database Repairs.,kr,2025,"Nicolas Fröhlich, Arne Meier, Nina Pardal, Jonni Virtema",10.24963/kr.2025/32,3,183,"We introduce a general abstract framework for database repairs, where the repair notions are defined using formal logic. We distinguish between integrity constraints and so-called query constraints..."
Memory Management in Resource-Bounded Agents.,iclp,2019,Valentina Pitoni,10.4204/eptcs.306.61,1,496,"In artificial intelligence, multi agent systems constitute an interesting typology of society modeling, and have in this regard vast fields of application, which extend to the human sciences. Logic is often used to model such kind of systems as it is easier to verify the explainability and validation, so for this reason we have tried to manage agents' memory extending a previous work by inserting the concept of time."
Advances in Logic-Based Entity Resolution: Enhancing ASPEN with Local Merges and Optimality Criteria.,kr,2025,"Zhiliang Xiang, Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",10.24963/kr.2025/64,5,201,"In this paper, we present ASPEN+, which extends an existing ASP-based system, ASPEN,for collective entity resolution with two important functionalities: support for local merges and new optimali..."
Modeling Administrative Discretion using Goal-Directed Answer Set Programming.,iclp,2022,"Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski",10.1007/978-3-030-85713-4_25,5,450,"Automated legal reasoning and its application in smart contract is getting interest. In this context, ethical and legal concerns make it necessary for automated reasoners to justify in human-understandable terms the advice given. Logic Programming, specially Answer..."
An ASP Multi-Shot Encoding for the Aircraft Routing and Maintenance Planning Problem.,iclp,2020,"Pierre Tassel, Mohamed Rbaia",10.4204/eptcs.364.22,3,286,"Answer Set Programming (ASP) is a paradigm and problem modeling and solving toolkit for KR that is often invoked. There are plenty of results dedicated to studying the hardness of (fragments of) ASP. So far, these studies resulted in characterizations in terms of computational complexity as well as in fine-grained insights presented in form of dichotomy-style results, lower bounds when translating to other formalisms like Boolean satisfiability (SAT), and even detailed parameterized complexity landscapes. A quite generic and prominent parameter in parameterized complexity originating from graph theory is the so-called treewidth , which in a sense captures structural density of a program. Recently, there was an increase in the number of treewidth-based solvers related to SAT. While there exist several translations from (normal) ASP to SAT, yet there is no reduction preserving treewidth or at least being aware of the treewidth increase. This paper deals with a novel reduction from normal ASP to SAT that is aware of the treewidth, and guarantees that a slight increase of treewidth is indeed sufficient. Then, we also establish that when considering treewidth, already the fragment of normal ASP is slightly harder than SAT, which renders the treewidth increase of our reduction unavoidable."
From Acceptance to Rejection in Abstract Argumentation.,kr,2024,"Anne-Marie Heine, Markus Ulbricht",10.24963/kr.2024/41,5,199,"Dynamic reasoning environments are among the key aspects in formal argumentation research. Presumably the best understood problem is the so-called enforcement problem which asks, generally speaki..."
The ASP-based Nurse Scheduling System at the University of Yamanashi Hospital.,iclp,2025,"Hidetomo Nabeshima, Mutsunori Banbara, Torsten Schaub, Takehide Soh",10.4204/eptcs.439.23,3,254,"We present the design principles of a nurse scheduling system built using Answer Set Programming (ASP) and successfully deployed at the University of Yamanashi Hospital. Nurse scheduling is a complex optimization problem requiring the reconciliation of individual nurse preferences with hospital staffing needs across various wards. This involves balancing hard and soft constraints and the flexibility of interactive adjustments. While extensively studied in academia, real-world nurse scheduling presents unique challenges that go beyond typical benchmark problems and competitions. This paper details the practical application of ASP to address these challenges at the University of Yamanashi Hospital, focusing on the insights gained and the advancements in ASP technology necessary to effectively manage the complexities of real-world deployment."
Controlled Natural Languages for Knowledge Representation and Reasoning.,iclp,2016,"Len Schubert, Moderator",10.1016/b978-1-4832-1452-8.50157-3,5,223,"As the title suggests, the panel will address such questions as, “What syntactic/semantic (or other) resources does NL potentially offer that could be profitably exploited for knowledge representation and reasoning? What are the prospective benefits? How can they be realized? What's the down side?”. The intention is that some sense of the state of the art, difficulties, tradeoffs, and the most promising directions for further work should emerge from the presentations and discussion. Some specific resources suggested in advance as possible topics for discussion are: generalized quantifiers predicate and sentence nominalization predicate and sentence modification probabilistic qualification collections, substances, kinds, properties events, situations, times, locations, actions, plans aspectual classes (Aktionsarten) more generally, commonsense ontologies donkey anaphora and generics “natural” forms of inference language (especially narratives) as a guide to “warranted nonmonotonic inference” feature logics (aimed at NL syntax) as general KRs indexicality, context vagueness as a useful feature ambiguity as a useful feature theory of communication, knowledge, collaboration One can consider the potential benefits of such resources collectively or one by one. Let us imagine that we have a formalized representation that is natural-language-like, incorporating many of the above features. One potential benefit would be the improved opportunity for “knowledge bootstrapping” via natural language, since the necessary transformations in going from NL input to the internal representation would then be minimal. Moreover, since we tend to have good intuitions about what follows from what (either deductively or defeasibly) when considering examples formulated in natural language, a language-like representation might facilitate the formulation of effective deductive and nondeductive inference mechanisms. Another significant benefit might be the comprehensibility of a representation parasitic on language, from the perspective of users of the KR who need to peruse, extend, and debug sizable knowledge bases. Against such an across-the-board strategy one might argue that it would make inference intractable or at least “gappy” in unforseeable ways. Even unquatified predicate logic is intractable in a worst-case sense (if P ≠ NP). Keeping in mind that the goals of AI are performance goals (or, goals of explicating human performance), we must ensure that our KR's lend themselves to fast, reliable inference. So we should move away from general language-like expressiveness towards collections of tractable, specialized sublanguages. There are replies to this objection, but one can also remain agnostic about the across-the-board strategy and consider benefits obtainable by exploiting some of the above resources. Knowledge bootstrapping, formulation of inference rules, and knowledge base browsing may become significantly easier even with some seemingly minor, “cosmetic” changes to a representation, bringing it superficially closer to NL without increase in expressive power. The expectation is that some panelists will be able to point to specific gains already obtained or eventually expected from language-inspired approaches to various representational issues: NL-like quantification might promote readability and effective inference; ordinary ways of talking about properties, propositions, actions, and plans (often involving phrasings that reify or nominalize these) might provide the key to a workable analysis of attitudes and actions; ontological categories derived from language (including collections, substances, time, space, events, and specific “natural taxonomies”) should facilitate the encoding of at least the “commonsense core” of many applications; the form taken by generics in NL might suggest ways of formalizing defeasible generalizations; indexicality in NL (e.g., as exemplified by words like ‘now’, ‘here’, or ‘I’) might suggest effective ways of “situated reasoning”, for instance by a planner; the ways in which language allows for vagueness and ambiguity might suggest ways of dealing effectively with imprecise or underspecified information; the conventions underlying cooperative dialogs might suggest formal protocols for arriving at mutual knowledge; the feature logics that have evolved for describing the syntactic structure of natural languages show signs of being apt for world-description as well; and so on. No doubt there are caveats and unresolved difficulties. Language may perhaps mislead, where the devices it employs are peculiar to its communicative function and its one-dimensional acoustic form; and it may not lead to any one place, judging from the variety of theories that have been proposed for many of the linguistic phenomena mentioned above. But it is surely an invaluable source of representational ideas that should be heeded by the KR&R community."
Towards Static Performance Guarantees for Programs with Run-Time Checks.,iclp,2018,"Maximiliano Klemen, Nataliia Stulova, Pedro López-García, José Morales, Manuel V. Hermenegildo",10.1145/3236950.3236970,1,64,"Instrumenting programs for performing runtime checking of properties, such as regular shapes, is a common and useful technique that helps programmers detect incorrect program behaviors. This is specially true in dynamic languages such as Prolog. However, such runtime checks inevitably introduce runtime overhead (in execution time, memory, energy, etc.). Several approaches have been proposed for reducing this overhead, such as eliminating the checks that can statically be proved to always succeed, and/or optimizing the way in which the (remaining) checks are performed. However, there are cases in which it is not possible to remove all checks statically (e.g., open libraries which must check their interfaces, complex properties, unknown code, etc.) and in which, even after optimizations, these remaining checks may still introduce an unacceptable level of overhead. It is thus important for programmers to be able to determine the additional cost due to the runtime checks and compare it to some notion of admissible cost. The common practice used for estimating runtime checking overhead is profiling, which is not exhaustive by nature. Instead, we propose a method that uses static analysis to estimate such overhead, with the advantage that the estimations are functions parameterized by input data sizes. Unlike profiling, this approach can provide guarantees for all possible execution traces, and allows assessing how the overhead grows as the size of the input grows. Our method also extends an existing assertion verification framework to express ""admissible"" overheads, and statically and automatically checks whether the instrumented program conforms with such specifications. Finally, we present an experimental evaluation of our approach that suggests that our method is feasible and promising."
Theory Solving Made Easy with Clingo 5.,iclp,2016,KIM McCARRON,10.1097/00152258-200701000-00006,5,383,Solving the puzzle of bronchospasm
Explaining Agent Behaviour via Causal Analysis of Mental States.,kr,2023,,10.5040/9781501331169.0007,2,573,"That there is evil is evident all around us. Indeed, with the advent of the Internet and  social media, we’re no doubt more aware (painfully so) of the depth and scope of evil  than at any other time in human history. However, while evil is confirmed by the facts of  experience, it is not always easy to find room for it in our thinking. There is, for  example, the claim that evil fits rather badly with theistic ways of thinking—that to  believe There is a God is contradictory to (or at least strongly disconfirmed by) the belief  that there is evil. Substantial philosophical time and resources have been spent on  exploring this alleged incongruity. And philosophy, to my mind, is much the better for  it. Surprisingly little attention, however, has been paid to the question of whether there  might be other systems of belief where evil is a bad fit. In this chapter, I attempt to show that evil exists only if what I call Agent Causal  Theism (ACT) is true. According to ACT, human beings are immaterial, conscious agents  endued (by God) with a power of self-motion: the power to think, decide, and act for  ends in light of reasons, but without being externally caused to do so (even by God  himself). By contrast, I argue that there is no space for evil in the worldviews of  naturalistic Darwinism or theistic Calvinism."
Constraint Programming Algorithms for Route Planning Exploiting Geometrical Information.,iclp,2020,Alessandro Bertagnon,10.4204/eptcs.325.38,3,272,"Problems affecting the transport of people or goods are plentiful in industry and commerce and they also appear to be at the origin of much more complex problems. In recent years, the logistics and transport sector keeps growing supported by technological progress, i.e. companies to be competitive are resorting to innovative technologies aimed at efficiency and effectiveness. This is why companies are increasingly using technologies such as Artificial Intelligence (AI), Blockchain and Internet of Things (IoT). Artificial intelligence, in particular, is often used to solve optimization problems in order to provide users with the most efficient ways to exploit available resources. In this work we present an overview of our current research activities concerning the development of new algorithms, based on CLP techniques, for route planning problems exploiting the geometric information intrinsically present in many of them or in some of their variants. The research so far has focused in particular on the Euclidean Traveling Salesperson Problem (Euclidean TSP) with the aim to exploit the results obtained also to other problems of the same category, such as the Euclidean Vehicle Routing Problem (Euclidean VRP), in the future."
Search-Guided Generation of Properties for Program Analyzers.,iclp,2025,Yixuan Liang,10.54985/peeref.2601a8981167,4,249,"Discover research insights, access a citable DOI, and join the global academic discussion."
Blawx: Web-based User-Friendly Rules as Code.,iclp,2022,"Mehmet Bektasoglu, Abdullah S. Bayraktar",10.1016/j.radphyschem.2026.113646,1,358,"We introduce GRASP-X, a fast and user-friendly online tool for computing key gamma-ray shielding parameters, including the mass attenuation coefficient (MAC), half-value layer (HVL), tenth-value layer (TVL), mean free path (MFP), and effective atomic number ( ). GRASP-X is based on the previously developed offline version ”GRASP” and is freely accessible at https://nuclearandparticle.sakarya.edu.tr/grasp-x. The tool computes these parameters at both standard gamma-ray energies and absorption edges, producing graphical outputs and downloadable tables in approximately one second. To evaluate its performance, a wide range of previously studied materials — including glasses and composites — was analyzed. MACs, HVLs, and   values obtained with GRASP-X were benchmarked against results from established computational tools, experimental measurements, and theoretical predictions. GRASP-X shows excellent agreement with XCOM across nearly the entire gamma-ray energy range, including absorption edges, and its MAC results are consistent with those calculated using simulation codes such as PHITS and MCNP6. Although direct comparison with Phy-X at absorption edges was limited by the absence of corresponding data, GRASP-X results agree well with Phy-X at standard energies. The effective atomic numbers computed by GRASP-X also exhibit strong consistency with those from Auto- , particularly within the Compton interaction regime."
KALM: A Rule-based Approach for Knowledge Authoring and Question Answering.,iclp,2019,Tiantian Gao,10.4204/eptcs.306.52,5,82,"Knowledge representation and reasoning (KRR) is one of the key areas in artificial intelligence (AI) field. It is intended to represent the world knowledge in formal languages (e.g., Prolog, SPARQL) and then enhance the expert systems to perform querying and inference tasks. Currently, constructing large scale knowledge bases (KBs) with high quality is prohibited by the fact that the construction process requires many qualified knowledge engineers who not only understand the domain-specific knowledge but also have sufficient skills in knowledge representation. Unfortunately, qualified knowledge engineers are in short supply. Therefore, it would be very useful to build a tool that allows the user to construct and query the KB simply via text. Although there is a number of systems developed for knowledge extraction and question answering, they mainly fail in that these system don't achieve high enough accuracy whereas KRR is highly sensitive to erroneous data. In this thesis proposal, I will present Knowledge Authoring Logic Machine (KALM), a rule-based system which allows the user to author knowledge and query the KB in text. The experimental results show that KALM achieved superior accuracy in knowledge authoring and question answering as compared to the state-of-the-art systems."
On Strong and Weak Admissibility in Non-Flat Assumption-Based Argumentation.,kr,2025,"Matti Berthold, Lydia Blümel, Anna Rapberger",10.24963/kr.2025/14,1,178,"In this work, we broaden the investigation of admissibility notions in the context of assumption-based argumentation (ABA). More specifically, we study two prominent alternatives to the standard..."
ABA Learning via ASP.,iclp,2023,"Emanuele De Angelis, Maurizio Proietti, Francesca Toni",10.4204/eptcs.385.1,1,130,"Recently, ABA Learning has been proposed as a form of symbolic machine learning for drawing Assumption-Based Argumentation frameworks from background knowledge and positive and negative examples. We propose a novel method for implementing ABA Learning using Answer Set Programming as a way to help guide Rote Learning and generalisation in ABA Learning."
"A Gaze into the Internal Logic of Graph Neural Networks, with Logic.",iclp,2022,Paul Tarau,10.4204/eptcs.364.9,3,236,"Graph Neural Networks share with Logic Programming several key relational inference mechanisms. The datasets on which they are trained and evaluated can be seen as database facts containing ground terms. This makes possible modeling their inference mechanisms with equivalent logic programs, to better understand not just how they propagate information between the entities involved in the machine learning process but also to infer limits on what can be learned from a given dataset and how well that might generalize to unseen test data. This leads us to the key idea of this paper: modeling with the help of a logic program the information flows involved in learning to infer from the link structure of a graph and the information content of its nodes properties of new nodes, given their known connections to nodes with possibly similar properties. The problem is known as graph node property prediction and our approach will consist in emulating with help of a Prolog program the key information propagation steps of a Graph Neural Network's training and inference stages. We test our a approach on the ogbn-arxiv node property inference benchmark. To infer class labels for nodes representing papers in a citation network, we distill the dependency trees of the text associated to each node into directed acyclic graphs that we encode as ground Prolog terms. Together with the set of their references to other papers, they become facts in a database on which we reason with help of a Prolog program that mimics the information propagation in graph neural networks predicting node properties. In the process, we invent ground term similarity relations that help infer labels in the test set by propagating node properties from similar nodes in the training set and we evaluate their effectiveness in comparison with that of the graph's link structure. Finally, we implement explanation generators that unveil performance upper bounds inherent to the dataset. As a practical outcome, we obtain a logic program, that, when seen as machine learning algorithm, performs close to the state of the art on the node property prediction benchmark."
A Model-Oriented Approach for Lifting Symmetries in Answer Set Programming.,iclp,2022,Alice Tarzariol,10.4204/eptcs.364.35,4,415,"When solving combinatorial problems, pruning symmetric solution candidates from the search space is essential. Most of the existing approaches are instance-specific and focus on the automatic computation of Symmetry Breaking Constraints (SBCs) for each given problem instance. However, the application of such approaches to large-scale instances or advanced problem encodings might be problematic since the computed SBCs are propositional and, therefore, can neither be meaningfully interpreted nor transferred to other instances. As a result, a time-consuming recomputation of SBCs must be done before every invocation of a solver. To overcome these limitations, we introduce a new model-oriented approach for Answer Set Programming that lifts the SBCs of small problem instances into a set of interpretable first-order constraints using a form of machine learning called Inductive Logic Programming. After targeting simple combinatorial problems, we aim to extend our method to be applied also for advanced decision and optimization problems."
Assessing Drivers&apos; Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection.,iclp,2023,"Jakob Suchan, Jan-Patrick Osterloh",10.4204/eptcs.385.29,2,511,"Semi-autonomous driving, as it is already available today and will eventually become even more accessible, implies the need for driver and automation system to reliably work together in order to ensure safe driving. A particular challenge in this endeavour are situations in which the vehicle's automation is no longer able to drive and is thus requesting the human to take over. In these situations the driver has to quickly build awareness for the traffic situation to be able to take over control and safely drive the car. Within this context we present a software and hardware framework to asses how aware the driver is about the situation and to provide human-centred assistance to help in building situation awareness. The framework is developed as a modular system within the Robot Operating System (ROS) with modules for sensing the environment and the driver state, modelling the driver's situation awareness, and for guiding the driver's attention using specialized Human Machine Interfaces (HMIs). A particular focus of this paper is on an Answer Set Programming (ASP) based approach for modelling and reasoning about the driver's interpretation and projection of the scene. This is based on scene data, as well as eye-tracking data reflecting the scene elements observed by the driver. We present the overall application and discuss the role of semantic reasoning and modelling cognitive functions based on logic programming in such applications. Furthermore we present the ASP approach for interpretation and projection of the driver's situation awareness and its integration within the overall system in the context of a real-world use-case in simulated as well as in real driving."
Modelling Infectious Disease Dynamics with Probabilistic Logic Programming.,iclp,2021,Fabrizio Riguzzi,10.1201/9781003338192-2,2,12,The distribution over programs is defined by encoding random choices for clauses. Each choice generates an alternative version of the clause and the set of
Knowledge Base Embeddings: Semantics and Theoretical Properties.,kr,2024,"Camille Bourgaux, Ricardo Guimarães, Raoul Koudijs, Victor Lacerda, Ana Ozaki",10.24963/kr.2024/77,5,525,"Research on knowledge graph embeddings has recently evolved into knowledge base embeddings, where the goal is not only to map facts into vector spaces but also constrain the models so that they tak..."
Complexity of Weighted First-Order Model Counting in the Two-Variable Fragment with Counting Quantifiers: A Bound to Beat.,kr,2024,"Jan Tóth, Ondřej Kuželka",10.24963/kr.2024/64,2,372,We study the time complexity of weighted first-order model counting (WFOMC) over the logical language with two variables and counting quantifiers. The problem is known to be solvable in time polyno...
Top-down Splitting Property for Epistemic Logic Programs.,iclp,2021,"Pedro Cabalar, Jorge Fandinno, Luis Fariñas del Cerro",10.24963/ijcai.2020/653,2,344,"Epistemic logic programs constitute an extension of the stable model semantics to deal with new constructs called ""subjective literals."" Informally speaking, a subjective literal allows checking whether some objective literal is true in all or some stable models. However, its associated semantics has proved to be non-trivial, since the truth of subjective literals may interfere with the set of stable models it is supposed to query. As a consequence, no clear agreement has been reached and different semantic proposals have been made in the literature. In this paper, we review an extension of the well-known splitting property for logic programs to the epistemic case. This ""epistemic splitting property"" is defined as a general condition that can be checked on any arbitrary epistemic semantics. Its satisfaction has desirable consequences both in the representation of conformant planning problems and in the encoding of the so-called subjective constraints."
Most General Variant Unifiers.,iclp,2019,"Santiago Escobar, Julia Sapiña",10.4204/eptcs.306.21,1,106,"Equational unification of two terms consists of finding a substitution that, when applied to both terms, makes them equal modulo some equational properties. Equational unification is of special relevance to automated deduction, theorem proving, protocol analysis, partial evaluation, model checking, etc. Several algorithms have been developed in the literature for specific equational theories, such as associative-commutative symbols, exclusive-or, Diffie-Hellman, or Abelian Groups. Narrowing was proved to be complete for unification and several cases have been studied where narrowing provides a decidable unification algorithm. A new narrowing-based equational unification algorithm relying on the concept of the variants of a term has been developed and it is available in the most recent version of Maude, version 2.7.1, which provides quite sophisticated unification features. A variant of a term t is a pair consisting of a substitution sigma and the canonical form of tsigma. Variant-based unification is decidable when the equational theory satisfies the finite variant property. However, it may compute many more unifiers than the necessary and, in this paper, we explore how to strengthen the variant-based unification algorithm implemented in Maude to produce a minimal set of most general variant unifiers. Our experiments suggest that this new adaptation of the variant-based unification is more efficient both in execution time and in the number of computed variant unifiers than the original algorithm available in Maude."
Extending Description Logics with Generic Concepts - the Tale of Two Semantics.,kr,2024,"Joshua Hirschbrunn, Yevgeny Kazakov",10.24963/kr.2024/43,4,108,"Description Logic (DL) ontologies often need to model similar properties for different concepts. Taking inspiration from generic classes in object-oriented programming, we introduce concept para..."
An Information-Flow Perspective on Explainability Requirements: Specification and Verification.,kr,2025,"Bernd Finkbeiner, Hadar Frenkel, Julian Siber",10.24963/kr.2025/29,5,487,Explainable systems expose information about why certain observed effects are happening to the agents interacting with them. We argue that this constitutes a positive flow of information that needs...
"Proceedings of the International Conference on Logic Programming 2022 Workshops co-located with the 38th International Conference on Logic Programming (ICLP 2022), Haifa, Israel, July 31st - August 1st, 2022.",iclp,2022,"YULIYA LIERLER, JOSE F. MORALES",10.1017/s147106842200028x,1,536,Introduction to the 38th International Conference on Logic Programming Special Issue - Volume 22 Issue 4
A Framework for Inconsistency-tolerant Reasoning with Sets of Models.,kr,2025,"Yehia Hatab, Kai Sauerwald, Matthias Thimm",10.24963/kr.2025/37,2,177,"We propose a framework for reasoning from inconsistent knowledge bases using minimal hitting sets, i. e., sets of interpretations such that each formula of the knowledge base is satisfied by at ..."
Towards Run-time Checks Simplification via Term Hiding.,iclp,2017,,10.1007/978-1-84882-314-3_10,3,131,"Type checking in Ada is designed to discover and prevent compile-time errors. However, there are some errors that can occur only at run-time; for example, input that is not in the expected format or that exceeds the range of an input variable. Run-time errors cause..."
Modeling Clique Coloring via ASP(Q).,iclp,2021,Hoifung Poon,10.33915/etd.1008,2,394,"Let G = (V, E) be a simple graph. The clique hypergraph of G, denoted as CH( G), has V as its set of vertices, and the maximal cliques as its hyperedges. Let Sk be a set of k colors. A map c : V Sk is a proper k-coloring for CH(G) if any maximal clique of G with at least two vertices receives at least two distinct colors. Let W ⊂ V, and let s ≥ 1. We say that G is (W, s)-extendible if any assignment on W with at most s colors can be extended to a proper s-coloring of CH(G). We prove that the clique hypergraphs of chordal and comparability graphs are bicolorable and that the clique hypergraphs of circular-arc graphs are 3-colorable. Our main result is the characterization of (W, 2)-extendibility for chordal graphs in the case when W=2 ."
Research Summary: Explainable Artificial Intelligence in Answer Set Programming and Machine Learning.,iclp,2025,Vladimir Lifschitz,10.1016/s0004-3702(02)00186-8,5,87,"The idea of answer set programming is to represent a given computational problem by a logic program whose answer sets correspond to solutions, and then use an answer set solver, such as smodels or dlv, to find an answer set for this program. Applications of this method to planning are related to the line of research on the frame problem that started with the invention of formal nonmonotonic reasoning in 1980."
"Front Matter, Table of Contents, Preface, List of Authors.",iclp,2016,,10.1484/m.hmantica-eb.5.152373,1,339,"Preview this chapter: Front Matter (“Table of Contents”, “Author’s Preface”, “List of Abbreviations”), Page 1 of 1 < Previous page | Next page > /docserver/preview/fulltext/10.1484/M.HMANTICA-EB.5.135830/M.HMANTICA-EB.5.152373-1.gif Hardbound ISBN: 978-1-915487-11-7 E-book ISBN: 978-1-915487-24-7 Book DOI : https://doi.org/10.1484/M.HMANTICA-EB.5.135830"
Interpretable Hybrid Machine Learning Models Using FOLD-R++ and Answer Set Programming.,iclp,2025,"Sanne Wielinga, Jesse Heyninck",10.4204/eptcs.439.9,5,567,"Machine learning (ML) techniques play a pivotal role in high-stakes domains such as healthcare, where accurate predictions can greatly enhance decision-making. However, most high-performing methods such as neural networks and ensemble methods are often opaque, limiting trust and broader adoption. In parallel, symbolic methods like Answer Set Programming (ASP) offer the possibility of interpretable logical rules but do not always match the predictive power of ML models. This paper proposes a hybrid approach that integrates ASP-derived rules from the FOLD-R++ algorithm with black-box ML classifiers to selectively correct uncertain predictions and provide human-readable explanations. Experiments on five medical reveal statistically significant performance gains in accuracy and F1 score. This study underscores the potential of combining symbolic reasoning with conventional ML to achieve high interpretability without sacrificing accuracy"
Distance-Restricted Explanations: Theoretical Underpinnings &amp; Efficient Implementation.,kr,2024,"Yacine Izza, Xuanxiang Huang, Antonio Morgado, Jordi Planes, Alexey Ignatiev, Joao Marques-Silva",10.24963/kr.2024/45,5,161,"The uses of machine learning (ML) have snowballed in recent years. In many cases, ML models are highly complex, and their operation is beyond the understanding of human decision-makers. Nevertheles..."
