title,venue,year,authors,doi,Label,id,abstract
Inductive Learning of Declarative Domain-Specific Heuristics for ASP.,iclp,2023,Richard Comploi-Taupe,10.4204/eptcs.385.14,4,209,"Domain-specific heuristics are a crucial technique for the efficient solving of problems that are large or computationally hard. Answer Set Programming (ASP) systems support declarative specifications of domain-specific heuristics to improve solving performance. However, such heuristics must be invented manually so far. Inventing domain-specific heuristics for answer-set programs requires expertise with the domain under consideration and familiarity with ASP syntax, semantics, and solving technology. The process of inventing useful heuristics would highly profit from automatic support. This paper presents a novel approach to the automatic learning of such heuristics. We use Inductive Logic Programming (ILP) to learn declarative domain-specific heuristics from examples stemming from (near-)optimal answer sets of small but representative problem instances. Our experimental results indicate that the learned heuristics can improve solving performance and solution quality when solving larger, harder instances of the same problem."
Qiana: A First-Order Formalism to Quantify over Contexts and Formulas.,kr,2024,"Simon Coumes, Pierre-Henri Paris, François Schwarzentruber, Fabian Suchanek",10.1613/jair.1.18402,2,148,
On Verifying and Generating Robust Plans for Planning Tasks with Exogenous Events.,kr,2024,"Lukas Chrpa, Erez Karpas",10.24963/kr.2024/26,2,472,"Planning and acting under the presence of exogenous events brings a number of challenges as events might modify the environment without the consent of the acting agent. Consequently, the agent's pl..."
Probabilistic Declarative Process Mining.,iclp,2025,"Anti Alman, Fabrizio Maria Maggi, Marco Montali, Rafael Peñaloza",10.1016/j.is.2022.102033,4,563,
Revisiting Inferential Benchmarks for Knowledge Graph Completion.,kr,2023,"Shuwen Liu, Bernardo Cuenca Grau, Ian Horrocks, Egor V. Kostylev",10.24963/kr.2023/45,4,484,Knowledge Graph (KG) completion is the problem of extending an incomplete KG with missing facts. A key feature of Machine Learning approaches for KG completion is their ability to learn inference p...
Platform for Introducing Logic Programming in Bulgarian Secondary Schools - IDEAS (Intelligent Data Educational Analysis System).,iclp,2025,"Veneta Tabakova-Komsalova, Ivan Stoyanov, George Cholakov, Magdalena Maglizhanova",10.18421/tem134-56,1,355,
Automated Planning with Ontologies Under Coherence Update Semantics.,kr,2025,"Stefan Borgwardt, Duy Nhu, Gabriele Röger",10.24963/kr.2025/72,5,277,Standard automated planning employs first-order formulas under closed-world semantics to achieve a goal with a given set of actions from an initial state. We follow a line of research that aims to ...
Blending Grounding and Compilation for Efficient ASP Solving.,kr,2024,"Carmine Dodaro, Giuseppe Mazzotta, Francesco Ricca",10.24963/kr.2024/30,4,137,"Answer Set Programming (ASP) is a widely recognized formalism for Knowledge Representation and Reasoning. Traditional ASP systems, that employ the ground and solve architecture, are subject to the ..."
Quantitative and Stream Extensions of Answer Set Programming.,iclp,2021,Rafael Kiesel,10.4204/eptcs.345.43,4,270,"Answer Set Programming has separately been extended with constraints, to the streaming domain, and with capabilities to reason over the quantities associated with answer sets. We propose the introduction and analysis of a general framework that incorporates all three directions of extension by exploiting the strengths of Here-and-There Logic and Weighted Logic."
Preference-Based Abstract Argumentation for Case-Based Reasoning.,kr,2024,"Adam Gould, Guilherme Paulino-Passos, Seema Dadhania, Matthew Williams, Francesca Toni",10.24963/kr.2024/37,3,164,"In the pursuit of enhancing the efficacy and flexibility of interpretable, data-driven classification models, this work introduces a novel incorporation of user-defined preferences with Abstract Ar..."
exp(ASPc) : Explaining ASP Programs with Choice Atoms and Constraint Rules.,iclp,2021,"Ly Ly Trieu, Tran Cao Son, Marcello Balduccini",10.4204/eptcs.345.28,5,323,"We present an enhancement of exp(ASP), a system that generates explanation graphs for a literal l - an atom a or its default negation ~a - given an answer set A of a normal logic program P, which explain why l is true (or false) given A and P. The new system, exp(ASPc), differs from exp(ASP) in that it supports choice rules and utilizes constraint rules to provide explanation graphs that include information about choices and constraints."
Symmetries and Expressive Requirements for Learning General Policies.,kr,2024,"Dominik Drexler, Simon Ståhlberg, Blai Bonet, Hector Geffner",10.24963/kr.2024/79,2,589,"State symmetries play an important role in planning and generalized planning. In the first case, state symmetries can be used to reduce the size of the search; in the second, to reduce the size of ..."
Routing and Scheduling in different ways: Abridged Preliminary Report.,iclp,2023,,10.1021/acs.iecr.8b00799.s001,1,422,
Advancing Interactive Explainable AI via Belief Change Theory.,kr,2024,"Antonio Rago, Maria Vanina Martinez",10.24963/kr.2024/87,5,229,"As AI models become ever more complex and intertwined in humansâ daily lives, greater levels of interactivity of explainable AI (XAI) methods are needed. In this paper, we propose the use of belief..."
Inconsistency Handling in Prioritized Databases with Universal Constraints: Complexity Analysis and Links with Active Integrity Constraints.,kr,2023,"Meghyn Bienvenu, Camille Bourgaux",10.24963/kr.2023/10,2,14,"This paper revisits the problem of repairing and querying inconsistent databases equipped with universal constraints. We adopt symmetric difference repairs, in which both deletions and additions of..."
Tabling Optimization for Contextual Abduction.,iclp,2020,"Ridhwan Dewoprabowo, Ari Saptawijaya",10.4204/eptcs.325.20,3,349,"Tabling for contextual abduction in logic programming has been introduced as a means to store previously obtained abductive solutions in one context to be reused in another context. This paper identifies a number of issues in the existing implementations of tabling in contextual abduction and aims to mitigate the issues. We propose a new program transformation for integrity constraints to deal with their proper application for filtering solutions while also reducing the table memory usage. We further optimize the table memory usage by selectively picking predicates to table and by pragmatically simplifying the representation of the problem. The evaluation of our proposed approach, on both artificial and real world problems, shows that they improve the scalability of tabled abduction compared to previous implementations."
Formally Explaining Decision Tree Models with Answer Set Programming.,iclp,2025,"Akihiro Takemura, Masayuki Otani, Katsumi Inoue",10.4204/eptcs.439.29,5,564,"Decision tree models, including random forests and gradient-boosted decision trees, are widely used in machine learning due to their high predictive performance. However, their complex structures often make them difficult to interpret, especially in safety-critical applications where model decisions require formal justification. Recent work has demonstrated that logical and abductive explanations can be derived through automated reasoning techniques. In this paper, we propose a method for generating various types of explanations, namely, sufficient, contrastive, majority, and tree-specific explanations, using Answer Set Programming (ASP). Compared to SAT-based approaches, our ASP-based method offers greater flexibility in encoding user preferences and supports enumeration of all possible explanations. We empirically evaluate the approach on a diverse set of datasets and demonstrate its effectiveness and limitations compared to existing methods."
On Feasibility of Declarative Diagnosis.,iclp,2023,Włodzimierz Drabent,10.4204/eptcs.385.20,2,70,"The programming language Prolog makes declarative programming possible, at least to a substantial extent. Programs may be written and reasoned about in terms of their declarative semantics. All the advantages of declarative programming are however lost when it comes to program debugging. This is because the Prolog debugger is based solely on the operational semantics. Declarative methods of diagnosis (i.e. locating errors in programs) exist, but are neglected. This paper discusses their possibly main weaknesses and shows how to overcome them. We argue that useful ways of declarative diagnosis of logic programs exist, and should be usable in actual programming."
Learning ASP Domain-specific Heuristics using Transformers.,iclp,2025,Marcello Balduccini,10.3233/aic-2011-0493,5,303,
// Efficient Declarative Solutions in Picat for Optimal Multi-Agent Pathfinding.,iclp,2017,"Roman Bartak, Neng-Fa Zhou, Roni Stern, Eli Boyarski, Pavel Surynek",10.1109/ictai.2017.00147,1,382,"The multi-agent pathfinding (MAPF) problem has attracted considerable attention because of its relation to practical applications. In this paper, we present a constraint-based declarative model for MAPF, together with its implementation in Picat, a logic-based programming language. We show experimentally that our Picat-based implementation is highly competitive and sometimes outperforms previous approaches. Importantly, the proposed Picat implementation is very versatile. We demonstrate this by showing how it can be easily adapted to optimize different MAPF objectives, such as minimizing makespan or minimizing the sum of costs, and for a range of MAPF variants. Moreover, a Picat-based model can be automatically compiled to several general-purpose solvers such as SAT solvers and Mixed Integer Programming solvers (MIP). This is particularly important for MAPF because some MAPF variants are solved more efficiently when compiled to SAT while other variants are solved more efficiently when compiled to MIP. We analyze these differences and the impact of different declarative models and encodings on empirical performance."
Tree-Like Justification Systems are Consistent.,iclp,2022,"Simon Marynissen, Bart Bogaerts",10.4204/eptcs.364.1,1,539,Justification theory is an abstract unifying formalism that captures semantics of various non-monotonic logics. One intriguing problem that has received significant attention is the consistency problem: under which conditions are justifications for a fact and justifications for its negation suitably related. Two variants of justification theory exist: one in which justifications are trees and one in which they are graphs. In this work we resolve the consistency problem once and for all for the tree-like setting by showing that all reasonable tree-like justification systems are consistent.
Depth-Bounded Epistemic Planning.,kr,2025,"Thomas Bolander, Alessandro Burigana, Marco Montali",10.24963/kr.2025/70,1,288,"We propose a novel algorithm for epistemic planning based on dynamic epistemic logic (DEL). The novelty is that we limit the depth of reasoning of the planning agent to an upper bound b, meaning th..."
Link Prediction in Knowledge Graphs with Probabilistic Logic Programming: Work in Progress.,iclp,2023,"LUIGI BELLOMARINI, ELEONORA LAURENZA, EMANUEL SALLINGER, EVGENY SHERKHONOV",10.1017/s1471068422000412,4,482,Swift Markov Logic for Probabilistic Reasoning on Knowledge Graphs - Volume 23 Issue 3
Nemo: First Glimpse of a New Rule Engine.,iclp,2023,"Alex Ivliev, Stefan Ellmauthaler, Lukas Gerlach, Maximilian Marx, Matthias Meißner, Simon Meusel, Markus Krötzsch",10.4204/eptcs.385.35,2,179,"This system demonstration presents Nemo, a new logic programming engine with a focus on reliability and performance. Nemo is built for data-centric analytic computations, modelled in a fully declarative Datalog dialect. Its scalability for these tasks matches or exceeds that of leading Datalog systems. We demonstrate uses in reasoning with knowledge graphs and ontologies with 10^5 to 10^8 input facts, all on a laptop. Nemo is written in Rust and available as a free and open source tool."
"Proceedings 39th International Conference on Logic Programming, ICLP 2023, Imperial College London, UK, 9th July 2023 - 15th July 2023.",iclp,2023,", Zhaoyang Jacopo Hu, Longrui Chen, , Yanpei Huang, , Etienne Burdet, , Ferdinando Rodriguez Y Baena, ",10.31256/hsmr2023.57,1,133,
A Low-Level Index for Distributed Logic Programming.,iclp,2020,Thomas Prokosch,10.4204/eptcs.325.40,2,191,"A distributed logic programming language with support for meta-programming and stream processing offers a variety of interesting research problems, such as: How can a versatile and stable data structure for the indexing of a large number of expressions be implemented with simple low-level data structures? Can low-level programming help to reduce the number of occur checks in Robinson's unification algorithm? This article gives the answers."
Learning and Contesting Assumption-based Argumentation Frameworks (Invited Talk).,iclp,2025,"Ofer Arieli, Jesse Heyninck",10.2139/ssrn.4850544,2,304,
Imperative Program Synthesis from Answer Set Programs.,iclp,2019,Sarat Chandra Varanasi,10.4204/eptcs.306.55,4,78,Our research concerns generating imperative programs from Answer Set Programming Specifications. ASP is highly declarative and is ideal for writing specifications. Further with negation-as-failure it is easy to succinctly represent combinatorial search problems. We are currently working on synthesizing imperative programs from ASP programs by turning the negation into useful computations. This opens up a novel way to synthesize programs from executable specifications.
Generating Local Search Neighborhood with Synthesized Logic Programs.,iclp,2019,"Mateusz Ślażyński, Salvador Abreu, Grzegorz J. Nalepa",10.4204/eptcs.306.22,5,122,"Local Search meta-heuristics have been proven a viable approach to solve difficult optimization problems. Their performance depends strongly on the search space landscape, as defined by a cost function and the selected neighborhood operators. In this paper we present a logic programming based framework, named Noodle, designed to generate bespoke Local Search neighborhoods tailored to specific discrete optimization problems. The proposed system consists of a domain specific language, which is inspired by logic programming, as well as a genetic programming solver, based on the grammar evolution algorithm. We complement the description with a preliminary experimental evaluation, where we synthesize efficient neighborhood operators for the traveling salesman problem, some of which reproduce well-known results."
A Reduct-based Approach to Skeptical Preferred Reasoning in Abstract Argumentation.,kr,2025,"Lars Bengel, Julian Sander, Matthias Thimm",10.24963/kr.2025/13,3,36,"We consider abstract argumentation frameworks and, in particular, the problem of skeptical reasoning wrt. preferred semantics, i.e., deciding whether a given argument is contained in every preferre..."
"On Conflict-free Labellings - Realizability, Construction and Patterns of Redundancy.",kr,2023,"Ringo Baumann, Anne-Marie Heine",10.24963/kr.2023/70,5,208,"The paper deals with the topic of realizability in abstract argumentation. More precisely, we consider the most basic kind of labellings, so-called conflict-free labellings. The understanding of th..."
LP-LM: No Hallucinations in Question Answering with Logic Programming.,iclp,2024,"Katherine Wu, Yanhong A. Liu",10.4204/eptcs.416.5,3,333,"Large language models (LLMs) are able to generate human-like responses to user queries. However, LLMs exhibit inherent limitations, especially because they hallucinate. This paper introduces LP-LM, a system that grounds answers to questions in known facts contained in a knowledge base (KB), facilitated through semantic parsing in Prolog, and always produces answers that are reliable. LP-LM generates a most probable constituency parse tree along with a corresponding Prolog term for an input question via Prolog definite clause grammar (DCG) parsing. The term is then executed against a KB of natural language sentences also represented as Prolog terms for question answering. By leveraging DCG and tabling, LP-LM runs in linear time in the size of input sentences for sufficiently many grammar rules. Performing experiments comparing LP-LM with current well-known LLMs in accuracy, we show that LLMs hallucinate on even simple questions, unlike LP-LM."
Order-Sorted Intensional Logic: Expressing Subtyping Polymorphism with Typing Assertions and Quantification over Concepts.,iclp,2024,"Đorđe Marković, Marc Denecker",10.4204/eptcs.416.22,1,154,"Subtyping, also known as subtype polymorphism, is a concept extensively studied in programming language theory, delineating the substitutability relation among datatypes. This property ensures that programs designed for supertype objects remain compatible with their subtypes. In this paper, we explore the capability of order-sorted logic for utilizing these ideas in the context of Knowledge Representation. We recognize two fundamental limitations: First, the inability of this logic to address the concept rather than the value of non-logical symbols, and second, the lack of language constructs for constraining the type of terms. Consequently, we propose guarded order-sorted intensional logic, where guards are language constructs for annotating typing information and intensional logic provides support for quantification over concepts."
Optimisation and Approximation in Abstract Argumentation: The Case of Admissibility.,kr,2024,"Kenneth Skiba, Matthias Thimm",10.24963/kr.2024/63,3,310,"We propose two soft notions of the notion of admissibility in abstract argumentation. The first one weakens the defence notion by allowing, to a certain degree, undefended attacks, and the second o..."
A Logic-based Multi-agent System for Ethical Monitoring and Evaluation of Dialogues.,iclp,2021,"Abeer Dyoub, Stefania Costantini, Ivan Letteri, Francesca A. Lisi",10.4204/eptcs.345.32,2,594,"Dialogue Systems are tools designed for various practical purposes concerning human-machine interaction. These systems should be built on ethical foundations because their behavior may heavily influence a user (think especially about children). The primary objective of this paper is to present the architecture and prototype implementation of a Multi Agent System (MAS) designed for ethical monitoring and evaluation of a dialogue system. A prototype application, for monitoring and evaluation of chatting agents' (human/artificial) ethical behavior in an online customer service chat point w.r.t their institution/company's codes of ethics and conduct, is developed and presented. Future work and open issues with this research are discussed."
"Strategy Logic, Imperfect Information, and Hyperproperties.",kr,2025,"Raven Beutner, Bernd Finkbeiner",10.24963/kr.2025/15,3,61,"Strategy logic (SL) is a powerful temporal logic that enables first-class reasoning over strategic behavior in multi-agent systems (MAS). In many MASs, the agents (and their strategies) cannot obse..."
Halting Recurrent GNNs and the Graded mu-Calculus.,kr,2025,"Jeroen Bollen, Jan Van den Bussche, Stijn Vansummeren, Jonni Virtema",10.24963/kr.2025/18,2,463,Graph Neural Networks (GNNs) are a class of machine-learning models that operate on graph-structured data. Their expressive power is intimately related to logics that are invariant under graded bi...
Constrained Default Logic Programming.,iclp,2022,David Poole,10.1093/oso/9780198537472.003.0004,4,494,
On the Potential of CLIP for Compositional Logical Reasoning.,iclp,2023,Justin Brody,10.4204/eptcs.385.10,2,302,"In this paper we explore the possibility of using OpenAI's CLIP to perform logically coherent grounded visual reasoning. To that end, we formalize our terms and give a geometric analysis of how embeddings in CLIP's latent space would need to be configured in order for the system to be logically coherent. Our main conclusion is that, as usually configured, CLIP cannot perform such reasoning."
Integration of Logical English and s(CASP).,iclp,2022,,10.3403/01582237,4,170,BS ISO 13584-20:1998: The Standard for Industrial automation systems and integration. Parts library - Logical resource: Logical model of expressions
Iterative ASP Pipelines: Enhancements for Robots Playing Mobile Games.,iclp,2025,,10.1201/b14610-10,4,5,We have seen the various types of actuator motors and drive systems to power the robot motion. The most prominent form of drive used in robotics is electrical
On the Translation of ASP Rules to (Controlled) Natural Language Sentences.,iclp,2025,"SIMONE CARUSO, CARMINE DODARO, MARCO MARATEA, MARCO MOCHI, FRANCESCO RICCIO",10.1017/s1471068423000388,4,375,CNL2ASP: Converting Controlled Natural Language Sentences into ASP - Volume 24 Issue 2
A Methodology for Incompleteness-Tolerant and Modular Gradual Semantics for Argumentative Statement Graphs.,kr,2025,"Antonio Rago, Stylianos Loukas Vasileiou, Son Tran, Francesca Toni, William Yeoh",10.24963/kr.2025/49,2,499,"Gradual semantics (GS) have demonstrated great potential in argumentation, in particular for deploying quantitative bipolar argumentation frameworks (QBAFs) in a number of real-world settings, f..."
Gradient-Based Supported Model Computation in Vector Spaces.,iclp,2021,"Taisuke Sato, Chiaki Sakama, Katsumi Inoue",10.5220/0009093407580765,4,6,
Abstraction in Assumption-based Argumentation.,kr,2024,"Iosif Apostolakis, Zeynep G. Saribatur, Johannes P. Wallner",10.24963/kr.2024/5,5,194,Approaches to computational argumentation provide foundational ways to reason argumentatively within Artificial Intelligence (AI). The underlying formal approaches can oftentimes be classified into...
Model Checking Linear Temporal Logic with Standpoint Modalities.,kr,2025,"Rajab Aghamov, Christel Baier, Toghrul Karimov, Rupak Majumdar, Joël Ouaknine, Jakob Piribauer, Timm Spork",10.24963/kr.2025/1,2,477,"Standpoint linear temporal logic (SLTL) is a recently introduced extension of classical linear temporal logic (LTL) with standpoint modalities. Intuitively, these modalities allow to express tha..."
Communication with Individuals with Disabilities and the Role of LLMs: Progress Report.,kr,2024,Amogh Khaparde,10.58445/rars.1653,1,546,
A Coq Formalization of Unification Modulo Exclusive-Or.,iclp,2024,"Yichi Xu, Daniel J. Dougherty, Rose Bohrer",10.4204/eptcs.416.23,1,120,"Equational Unification is a critical problem in many areas such as automated theorem proving and security protocol analysis. In this paper, we focus on XOR-Unification, that is, unification modulo the theory of exclusive-or. This theory contains an operator with the properties Associativity, Commutativity, Nilpotency, and the presence of an identity. In the proof assistant Coq, we implement an algorithm that solves XOR unification problems, whose design was inspired by Liu and Lynch, and prove it sound, complete, and terminating. Using Coq's code extraction capability we obtain an implementation in the programming language OCaml."
Axiomatic Characterisations of Argumentation Semantics.,kr,2025,Leila Amgoud,10.24963/kr.2025/4,2,73,"The evaluation of argument strength lies at the core of any argumentation system. Numerous semantics have been proposed for this purpose, along with a variety of principles (or axioms) that such se..."
From Infinite to Finite Traces and Back: Linear Temporal Logic in Sequential Decision Making.,kr,2024,"Luca Geatti, Alessandro Gianola, Nicola Gigante",10.24963/ijcai.2022/366,1,275,
Temporal Conditional Reasoning with Weighted Knowledge Bases.,iclp,2025,Christian Eichhorn,10.1007/978-3-476-04824-0_6,3,169,"Conditionals are logical entities composed from the set of propositional formulas, and conditional knowledge bases are composed from sets of conditionals. Therefore it is possible to encode information in very different and even unclear or confusing ways. Conditional..."
Reliable Natural Language Understanding with Large Language Models and Answer Set Programming.,iclp,2023,"Abhiramon Rajasekharan, Yankai Zeng, Parth Padalkar, Gopal Gupta",10.4204/eptcs.385.27,5,378,"Humans understand language by extracting information (meaning) from sentences, combining it with existing commonsense knowledge, and then performing reasoning to draw conclusions. While large language models (LLMs) such as GPT-3 and ChatGPT are able to leverage patterns in the text to solve a variety of NLP tasks, they fall short in problems that require reasoning. They also cannot reliably explain the answers generated for a given question. In order to emulate humans better, we propose STAR, a framework that combines LLMs with Answer Set Programming (ASP). We show how LLMs can be used to effectively extract knowledge -- represented as predicates -- from language. Goal-directed ASP is then employed to reliably reason over this knowledge. We apply the STAR framework to three different NLU tasks requiring reasoning: qualitative reasoning, mathematical reasoning, and goal-directed conversation. Our experiments reveal that STAR is able to bridge the gap of reasoning in NLU tasks, leading to significant performance improvements, especially for smaller LLMs, i.e., LLMs with a smaller number of parameters. NLU applications developed using the STAR framework are also explainable: along with the predicates generated, a justification in the form of a proof tree can be produced for a given output."
Neuro-Symbolic Contrastive Learning for Cross-domain Inference.,iclp,2024,"Mingyue Liu, Ryo Ueda, Zhen Wan, Katsumi Inoue, Chris G. Willcocks",10.4204/eptcs.416.6,4,107,"Pre-trained language models (PLMs) have made significant advances in natural language inference (NLI) tasks, however their sensitivity to textual perturbations and dependence on large datasets indicate an over-reliance on shallow heuristics. In contrast, inductive logic programming (ILP) excels at inferring logical relationships across diverse, sparse and limited datasets, but its discrete nature requires the inputs to be precisely specified, which limits their application. This paper proposes a bridge between the two approaches: neuro-symbolic contrastive learning. This allows for smooth and differentiable optimisation that improves logical accuracy across an otherwise discrete, noisy, and sparse topological space of logical functions. We show that abstract logical relationships can be effectively embedded within a neuro-symbolic paradigm, by representing data as logic programs and sets of logic rules. The embedding space captures highly varied textual information with similar semantic logical relations, but can also separate similar textual relations that have dissimilar logical relations. Experimental results demonstrate that our approach significantly improves the inference capabilities of the models in terms of generalisation and reasoning."
Counterfactual Scenarios for Automated Planning.,kr,2025,"Nicola Gigante, Francesco Leofante, Andrea Micheli",10.24963/kr.2025/76,2,284,Counterfactual Explanations (CEs) are a powerful technique used to explain Machine Learning models by showing how the input to a model should be minimally changed for the model to produce a diff...
Presburger Functional Synthesis: Complexity and Tractable Normal Forms.,kr,2025,"S. Akshay, A. R. Balasubramanian, Supratik Chakraborty, Georg Zetzsche",10.24963/kr.2025/2,2,325,"Given a relational specification between inputs and outputs as a logic formula, the problem of functional synthesis is to automatically synthesize a function from inputs to outputs satisfying the r..."
Justifications and Blocking Sets in a Rule-Based Answer Set Computation.,iclp,2016,,10.1017/cbo9781139342124.008,2,397,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014"
Proper Linear-time Specifications of Environment Behaviors in Nondeterministic Planning and Reactive Synthesis.,kr,2024,"Benjamin Aminof, Giuseppe De Giacomo, Sasha Rubin, Florian Zuleger",10.24963/kr.2024/4,2,531,"To help it achieve its goal, an agent exploits assumptions it has about the behavior of its environment. The common view in planning and reactive synthesis is that such assumptions are sets of trac..."
A Fixpoint Characterization of Three-Valued Disjunctive Hybrid MKNF Knowledge Bases.,iclp,2022,"Spencer Killen, Jia-Huai You",10.4204/eptcs.364.6,1,341,"The logic of hybrid MKNF (minimal knowledge and negation as failure) is a powerful knowledge representation language that elegantly pairs ASP (answer set programming) with ontologies. Disjunctive rules are a desirable extension to normal rule-based reasoning and typically semantic frameworks designed for normal knowledge bases need substantial restructuring to support disjunctive rules. Alternatively, one may lift characterizations of normal rules to support disjunctive rules by inducing a collection of normal knowledge bases, each with the same body and a single atom in its head. In this work, we refer to a set of such normal knowledge bases as a head-cut of a disjunctive knowledge base. The question arises as to whether the semantics of disjunctive hybrid MKNF knowledge bases can be characterized using fixpoint constructions with head-cuts. Earlier, we have shown that head-cuts can be paired with fixpoint operators to capture the two-valued MKNF models of disjunctive hybrid MKNF knowledge bases. Three-valued semantics extends two-valued semantics with the ability to express partial information. In this work, we present a fixpoint construction that leverages head-cuts using an operator that iteratively captures three-valued models of hybrid MKNF knowledge bases with disjunctive rules. This characterization also captures partial stable models of disjunctive logic programs since a program can be expressed as a disjunctive hybrid MKNF knowledge base with an empty ontology. We elaborate on a relationship between this characterization and approximators in AFT (approximation fixpoint theory) for normal hybrid MKNF knowledge bases."
Efficient Volume Computation for SMT Formulas.,kr,2025,"Arijit Shaw, Uddalok Sarkar, Kuldeep S. Meel",10.24963/kr.2025/53,2,116,Satisfiability Modulo Theory (SMT) has recently emerged as a powerful tool for solving various automated reasoning problems across diverse domains. Unlike traditional satisfiability methods confine...
Extended Abstract: A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP.,iclp,2024,"YANKAI ZENG, ABHIRAMON RAJASEKHARAN, KINJAL BASU, HUADUO WANG, JOAQUÍN ARIAS, GOPAL GUPTA",10.1017/s147106842400022x,3,83,A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP - Volume 24 Issue 4
Extending Abstract Argumentation Frameworks with Knowledge Bases.,kr,2025,"Gianvincenzo Alfano, Sergio Greco, Cristian Molinaro, Francesco Parisi, Irina Trubitsyna",10.24963/kr.2025/3,4,373,"Dung's abstract Argumentation Framework (AF) has been extended in several directions to make knowledge representation and reasoning more intuitive and expressive. In this paper, we present the Kn..."
On LLM-generated Logic Programs and their Inference Execution Methods.,iclp,2024,Paul Tarau,10.4204/eptcs.416.1,5,380,"Large Language Models (LLMs) trained on petabytes of data are highly compressed repositories of a significant proportion of the knowledge accumulated and distilled so far. In this paper we study techniques to elicit this knowledge in the form of several classes of logic programs, including propositional Horn clauses, Dual Horn clauses, relational triplets and Definite Clause Grammars. Exposing this knowledge as logic programs enables sound reasoning methods that can verify alignment of LLM outputs to their intended uses and extend their inference capabilities. We study new execution methods for the generated programs, including soft-unification of abducible facts against LLM-generated content stored in a vector database as well as GPU-based acceleration of minimal model computation that supports inference with large LLM-generated programs."
Modular Stochastic Rewritable Petri Nets.,iclp,2024,,10.1002/9781394388660.ch3,5,364,
Regular Typed Unification.,iclp,2024,"João Barbosa, Mário Florido, Vítor Santos Costa",10.4204/eptcs.416.21,1,575,"Here we define a new unification algorithm for terms interpreted in semantic domains denoted by a subclass of regular types here called deterministic regular types. This reflects our intention not to handle the semantic universe as a homogeneous collection of values, but instead, to partition it in a way that is similar to data types in programming languages. We first define the new unification algorithm which is based on constraint generation and constraint solving, and then prove its main properties: termination, soundness, and completeness with respect to the semantics. Finally, we discuss how to apply this algorithm to a dynamically typed version of Prolog."
Approximating Weakly Preferred Semantics in Abstract Argumentation through Vacuous Reduct Semantics.,kr,2023,"Lydia Blümel, Matthias Thimm",10.24963/kr.2023/11,1,71,We consider the recently introduced vacuous reduct semantics in abstract argumentation that allows the composition of arbitrary argumentation semantics through the notion of the reduct. We show tha...
